Zurzacher Thermalbad,-0.6830357142857143,0.6990740740740741
Eglisau Rheinfart,-0.3115079365079365,0.710978835978836
Flaach und Schloss Berg a.l.,-0.12400793650793651,0.6911375661375662
Irchel,-0.01388888888888884,0.656084656084656
Schloss Laufen Rheinfall,0.058531746031746046,0.8148148148148149
Husemer See Naturschutzgebiet,0.2658730158730158,0.8690476190476191
Kartause Ittingen,0.6190476190476191,0.7211640211640212
Baden Landvogteischloss,-0.7490079365079365,0.3373015873015873
Kloster Fahr,-0.5109126984126984,0.22619047619047616
Laegern,-0.5198412698412698,0.3862433862433863
Regensberg,-0.41468253968253965,0.4378306878306878
Flughafen,-0.11111111111111116,0.42328042328042326
Winterthur Sammlung Reinhart,0.3402777777777777,0.4457671957671958
Technorama Oberwinterthur,0.3908730158730158,0.5621693121693121
Kyburg,0.4216269841269842,0.3201058201058201
Bremgarten,-0.7142857142857143,-0.051587301587301626
Zuercher Zoo,-0.11904761904761907,0.11309523809523814
Kuesnachter Tobel,0.034226190476190466,-0.14484126984126977
Duebendorf Flugzeug Museum,0.15625,0.11309523809523814
Pfannenstiel,0.21875,-0.26984126984126977
Greifensee Schiffahrt,0.28422619047619047,-0.0714285714285714
Uster Industrie Lehrpfad,0.3839285714285714,-0.06349206349206349
Roemerkastell Irgenhausen,0.4821428571428572,0.03373015873015872
Grueningen Botanischer Garten,0.44791666666666674,-0.20039682539682535
Ritterhaus Bubikon,0.6488095238095237,-0.18055555555555558
Baeretswil Dampfbahn Hinwil Bauma,0.7068452380952381,0.0892857142857143
Bauma Guyer Zeller Wege,0.8764880952380953,0.24007936507936511
Bachtel,0.7976190476190477,-0.011904761904761862
Affoltern a.A. Reformierte Kirche,-0.5729166666666667,-0.5119047619047619
Planetenweg,-0.4107142857142857,-0.3650793650793651
Felsenegg ob Adliswil,-0.3348214285714286,-0.4464285714285714
Zuerich Rietberg Museum,-0.24255952380952384,-0.27182539682539675
Rifferswil Seleger Moor,-0.34375,-0.5694444444444444
Kappel,-0.2008928571428571,-0.6587301587301588
Horgen Faehre,0.022321428571428603,-0.4464285714285714
Au Weinbau Museum,0.09226190476190466,-0.5376984126984128
Hoellgrotten,-0.011904761904761862,-0.748015873015873
Ufenau,0.5461309523809523,-0.5079365079365079
Rapperswil Kinderzoo,0.6979166666666667,-0.39682539682539675
Einsiedeln,0.5148809523809523,-0.7817460317460319
Koblenz,-0.7961309523809523,0.6984126984126984
Kaiserstuhl,-0.4821428571428571,0.7063492063492063
Huentwangen Wil,-0.23809523809523814,0.8273809523809523
Rafz,-0.15898809523809523,0.8630952380952381
Schaffhausen,0.049107142857142794,0.9067460317460317
Marthalen,0.12053571428571419,0.7420634920634921
Andelfingen,0.22172619047619047,0.7420634920634921
Ossingen,0.38095238095238093,0.7738095238095238
Seuzach,0.3824404761904763,0.6626984126984127
Stammheim,0.5625,0.8829365079365079
Rickenbach Attikon,0.5014880952380953,0.6686507936507937
Stein am Rhein,0.7946428571428572,0.8888888888888888
Frauenfeld,0.7544642857142858,0.6825396825396826
Brugg,-0.8392857142857143,0.39682539682539686
Niederweningen,-0.6145833333333333,0.5138888888888888
Steinmaur,-0.47619047619047616,0.5257936507936508
Dielsdorf,-0.3080357142857143,0.5099206349206349
Buelach,-0.23958333333333337,0.5734126984126984
Oberglatt,-0.23511904761904767,0.4365079365079365
Embrach,-0.10119047619047616,0.5853174603174602
Pfungen,0.01041666666666674,0.5912698412698413
Winterthur Wuelflingen,0.13095238095238093,0.5912698412698413
Aadorf,0.6904761904761905,0.5277777777777778
Wil,0.8630952380952381,0.48611111111111116
Wettingen,-0.6838690476190477,0.28968253968253965
Otelfingen,-0.5684523809523809,0.29761904761904767
Regensdorf,-0.41666666666666663,0.3015873015873016
